uuid	gene_curie	gene_symbol	disease_curie	disease_title	disease_original_curie	disease_original_title	classification_curie	classification_title	moi_curie	moi_title	submitter_curie	submitter_title	submitted_as_hgnc_id	submitted_as_hgnc_symbol	submitted_as_disease_id	submitted_as_disease_name	submitted_as_moi_id	submitted_as_moi_name	submitted_as_submitter_id	submitted_as_submitter_name	submitted_as_classification_id	submitted_as_classification_name	submitted_as_date	submitted_as_public_report_url	submitted_as_notes	submitted_as_pmids	submitted_as_assertion_criteria_url	submitted_as_submission_id	submitted_run_date
GENCC_000106-HGNC_15447-OMIM_137580-HP_0000005-GENCC_100004	HGNC:15447	TLN2	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15447	TLN2	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2018-01-11 20:04:38	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/64	TLN20Tourette	2020-12-04
GENCC_000106-HGNC_15590-OMIM_181500-HP_0000005-GENCC_100008	HGNC:15590	ARHGEF15	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15590	ARHGEF15	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2019-03-08 20:04:38	-	-	24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/66	ARHGEF150Schizop	2020-12-04
GENCC_000106-HGNC_15708-OMIM_181500-HP_0000005-GENCC_100008	HGNC:15708	PAQR8	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15708	PAQR8	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-03-02 20:04:39	-	-	24463507, 24463507, 11676489	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/67	PAQR80Schizop	2020-12-04
GENCC_000106-HGNC_15713-OMIM_181500-HP_0000005-GENCC_100008	HGNC:15713	ANAPC5	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15713	ANAPC5	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-06-14 20:04:39	-	-	28195569	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/68	ANAPC50Schizop	2020-12-04
GENCC_000106-HGNC_15770-OMIM_181500-HP_0000005-GENCC_100008	HGNC:15770	ZP4	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15770	ZP4	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-24 20:04:40	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/71	ZP40Schizop	2020-12-04
GENCC_000106-HGNC_15772-OMIM_181500-HP_0000005-GENCC_100004	HGNC:15772	ARFGEF1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15772	ARFGEF1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2018-02-21 20:04:40	-	-	27694994	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/72	ARFGEF10Schizop	2020-12-04
GENCC_000106-HGNC_15885-OMIM_137580-HP_0000005-GENCC_100008	HGNC:15885	SYNDIG1	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15885	SYNDIG1	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-11-19 20:04:40	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/73	SYNDIG10Tourette	2020-12-04
GENCC_000106-HGNC_15962-OMIM_181500-HP_0000005-GENCC_100008	HGNC:15962	CBX8	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:15962	CBX8	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-07-13 20:04:40	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/75	CBX80Schizop	2020-12-04
GENCC_000106-HGNC_16697-OMIM_181500-HP_0000005-GENCC_100008	HGNC:16697	SORCS1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:16697	SORCS1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-06-13 20:04:40	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/77	SORCS10Schizop	2020-12-04
GENCC_000106-HGNC_16790-OMIM_137580-HP_0000005-GENCC_100008	HGNC:16790	COLGALT2	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:16790	COLGALT2	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-09-17 20:04:40	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/78	COLGALT20Tourette	2020-12-04
GENCC_000106-HGNC_16816-OMIM_181500-HP_0000005-GENCC_100004	HGNC:16816	CHD5	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:16816	CHD5	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2017-10-11 20:04:40	-	-	25420024	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/79	CHD50Schizop	2020-12-04
GENCC_000106-HGNC_17-OMIM_137580-HP_0000005-GENCC_100008	HGNC:17	AADAC	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17	AADAC	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-05 20:04:41	-	-	30886340, 20427753, 29253601, 20427753	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/80	AADAC0Tourette	2020-12-04
GENCC_000106-HGNC_17053-OMIM_181500-HP_0000005-GENCC_100008	HGNC:17053	PLEKHA6	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17053	PLEKHA6	OMIM:181500	{Schizophrenia, susceptibility to}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-26 20:04:41	-	-	24463507, 24576533	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/82	PLEKHA60Schizop02	2020-12-04
GENCC_000106-HGNC_17362-OMIM_119540-HP_0000005-GENCC_100008	HGNC:17362	ARID5B	MONDO:0007336	isolated cleft palate	OMIM:119540	OMIM:119540	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17362	ARID5B	OMIM:119540	Cleft palate, isolated	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-04-02 20:04:41	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/84	ARID5B0CleftPal02	2020-12-04
GENCC_000106-HGNC_17521-OMIM_137580-HP_0000005-GENCC_100008	HGNC:17521	ZNF385A	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17521	ZNF385A	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-11-05 20:04:41	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/87	ZNF385A0Tourette	2020-12-04
GENCC_000106-HGNC_17643-OMIM_137580-HP_0000005-GENCC_100008	HGNC:17643	GOPC	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17643	GOPC	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-03-23 20:04:41	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/88	GOPC0Tourette	2020-12-04
GENCC_000106-HGNC_17841-OMIM_119540-HP_0000005-GENCC_100008	HGNC:17841	MORN5	MONDO:0007336	isolated cleft palate	OMIM:119540	OMIM:119540	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17841	MORN5	OMIM:119540	Cleft palate, isolated	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-01-22 20:04:41	-	-	27630576	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/89	MORN50CleftPal02	2020-12-04
GENCC_000106-HGNC_17845-OMIM_181500-HP_0000005-GENCC_100008	HGNC:17845	SULT1B1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17845	SULT1B1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-02-19 20:04:41	-	-	24463507, 24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/90	SULT1B10Schizop	2020-12-04
GENCC_000106-HGNC_17937-OMIM_181500-HP_0000005-GENCC_100008	HGNC:17937	CUZD1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17937	CUZD1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-03-13 20:04:41	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/91	CUZD10Schizop	2020-12-04
GENCC_000106-HGNC_17992-OMIM_181500-HP_0000005-GENCC_100008	HGNC:17992	TRPM3	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:17992	TRPM3	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-16 20:04:42	-	-	24463508	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/92	TRPM30Schizop	2020-12-04
GENCC_000106-HGNC_18039-OMIM_137580-HP_0000005-GENCC_100008	HGNC:18039	KDM5B	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:18039	KDM5B	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-12-28 20:04:42	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/94	KDM5B0Tourette	2020-12-04
GENCC_000106-HGNC_18333-OMIM_137580-HP_0000005-GENCC_100008	HGNC:18333	TIGD2	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:18333	TIGD2	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-04-02 20:04:42	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/96	TIGD20Tourette	2020-12-04
GENCC_000106-HGNC_18472-OMIM_181500-HP_0000005-GENCC_100004	HGNC:18472	ZDHHC5	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:18472	ZDHHC5	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2018-07-18 20:04:42	-	-	29024729	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/98	ZDHHC50Schizop	2020-12-04
GENCC_000106-HGNC_18533-OMIM_181500-HP_0000005-GENCC_100008	HGNC:18533	USP48	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:18533	USP48	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-04-06 20:04:42	-	-	26666178	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/99	USP480Schizop	2020-12-04
GENCC_000106-HGNC_18732-OMIM_137580-HP_0000005-GENCC_100008	HGNC:18732	KLHL9	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:18732	KLHL9	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-10-05 20:04:43	-	-	28191890	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/101	KLHL90Tourette	2020-12-04
GENCC_000106-HGNC_19164-OMIM_181500-HP_0000005-GENCC_100008	HGNC:19164	STARD13	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:19164	STARD13	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-23 20:04:43	-	-	24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/106	STARD130Schizop	2020-12-04
GENCC_000106-HGNC_19167-OMIM_181500-HP_0000005-GENCC_100008	HGNC:19167	KIF17	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:19167	KIF17	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-10 20:04:43	-	-	20646681, 21521616, 26421900	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/107	KIF170Schizop	2020-12-04
GENCC_000106-HGNC_19214-OMIM_181500-HP_0000005-GENCC_100008	HGNC:19214	SHKBP1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:19214	SHKBP1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-24 20:04:43	-	-	28135719, 24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/108	SHKBP10Schizop	2020-12-04
GENCC_000106-HGNC_19344-OMIM_137580-HP_0000005-GENCC_100008	HGNC:19344	DENND5A	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:19344	DENND5A	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-08-24 20:04:43	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/110	DENND5A0Tourette	2020-12-04
GENCC_000106-HGNC_19916-OMIM_181500-HP_0000005-GENCC_100008	HGNC:19916	KIF24	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:19916	KIF24	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-07-03 20:04:43	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/112	KIF240Schizop	2020-12-04
GENCC_000106-HGNC_20412-OMIM_181500-HP_0000005-GENCC_100008	HGNC:20412	KRT20	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:20412	KRT20	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-05-23 20:04:44	-	-	24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/115	KRT200Schizop	2020-12-04
GENCC_000106-HGNC_20494-OMIM_137580-HP_0000005-GENCC_100004	HGNC:20494	FSCB	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:20494	FSCB	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2017-05-25 20:04:44	-	-	20427753	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/116	FSCB0Tourette	2020-12-04
GENCC_000106-HGNC_20738-OMIM_181500-HP_0000005-GENCC_100008	HGNC:20738	SYVN1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:20738	SYVN1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-07-27 20:04:44	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/119	SYVN10Schizop	2020-12-04
GENCC_000106-HGNC_20821-OMIM_137580-HP_0000005-GENCC_100008	HGNC:20821	COL24A1	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:20821	COL24A1	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-03-19 20:04:44	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/121	COL24A10Tourette	2020-12-04
GENCC_000106-HGNC_20886-OMIM_137580-HP_0000005-GENCC_100004	HGNC:20886	AGPAT5	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:20886	AGPAT5	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2018-04-18 20:04:44	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/122	AGPAT50Tourette	2020-12-04
GENCC_000106-HGNC_21086-OMIM_119540-HP_0000005-GENCC_100008	HGNC:21086	MIB1	MONDO:0007336	isolated cleft palate	OMIM:119540	OMIM:119540	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:21086	MIB1	OMIM:119540	Cleft palate, isolated	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2019-06-13 20:04:44	-	-	28767323	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/123	MIB10CleftPal02	2020-12-04
GENCC_000106-HGNC_21288-OMIM_181500-HP_0000005-GENCC_100008	HGNC:21288	C6orf132	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:21288	C6orf132	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-09-02 20:04:44	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/125	C6orf1320Schizop	2020-12-04
GENCC_000106-HGNC_2171-OMIM_181500-HP_0000005-GENCC_100008	HGNC:2171	CNTN1	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:2171	CNTN1	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-09-11 20:04:45	-	-	-	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/126	CNTN10Schizop	2020-12-04
GENCC_000106-HGNC_21735-OMIM_181500-HP_0000005-GENCC_100008	HGNC:21735	LHX6	MONDO:0005090	schizophrenia	OMIM:181500	{Schizophrenia}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:21735	LHX6	OMIM:181500	{Schizophrenia}	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2017-06-19 20:04:45	-	-	24463507	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/127	LHX60Schizop	2020-12-04
GENCC_000106-HGNC_21746-OMIM_137580-HP_0000005-GENCC_100008	HGNC:21746	CPEB3	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100008	No Known Disease Relationship	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:21746	CPEB3	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100008	No Known Disease Relationship	2018-06-23 20:04:45	-	-	28472652	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/128	CPEB30Tourette	2020-12-04
GENCC_000106-HGNC_2176-OMIM_137580-HP_0000005-GENCC_100004	HGNC:2176	CNTN6	MONDO:0007661	Tourette syndrome	OMIM:137580	{Gilles de la Tourette syndrome, susceptibility to}	GENCC:100004	Limited	HP:0000005	Unknown	GENCC:000106	Invitae	HGNC:2176	CNTN6	OMIM:137580	Tourette syndrome	HP:0000005	-	GENCC:000106	INVITAE	GENCC:100004	LIMITED	2017-12-05 20:04:45	-	-	28641109	https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/129	CNTN60Tourette	2020-12-04
